,Rating,Company Name,Job Title,Salary,Salaries Reported,Location,Employment Status,Job Roles,Salary_USD
3636,5.0,Aakash Informatics,Backend Developer,200000,1,Pune,Full Time,Backend,2409
3637,4.0,Ridecell,Backend Developer,1100000,1,Pune,Full Time,Backend,13248
3638,4.7,Accucia,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3639,4.0,Ridecell,Backend Developer - Intern,348000,1,Pune,Intern,Backend,4191
3640,4.8,Tops Office Pros Business Services,Backend Developer,600000,1,Pune,Full Time,Backend,7226
3641,4.1,Solytics Partners,Backend Developer,800000,1,Pune,Full Time,Backend,9635
3642,4.7,iB Arts,Backend Developer - Intern,168000,1,Pune,Intern,Backend,2023
3643,4.6,No No No,Backend Developer,960000,1,Pune,Full Time,Backend,11561
3644,3.5,Cemtrex,Backend Developer,1100000,1,Pune,Full Time,Backend,13248
3645,3.3,Xtensible Software Technologies,Backend Developer,180000,1,Pune,Full Time,Backend,2168
3646,3.7,Geekyworks IT Solutions,Backend Developer - Intern,72000,1,Pune,Intern,Backend,867
3647,4.6,sRide Carpool App,Backend Developer,1300000,1,Pune,Full Time,Backend,15656
3648,4.1,Nexus Software,Backend Developer,228000,1,Pune,Full Time,Backend,2746
3649,2.9,Zotalabs,Backend Developer,800000,1,Pune,Full Time,Backend,9635
3650,3.8,CityLink Technology Solutions,Backend Developer - Intern,48000,1,Pune,Intern,Backend,578
3651,2.2,Abhay Techsolutions,Backend Developer,312000,1,Pune,Full Time,Backend,3757
3652,4.7,Famepilot,Backend Developer - Intern,96000,1,Pune,Intern,Backend,1156
3653,4.5,Varseno Solutions,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3654,4.8,CleverGround,Backend Developer,200000,1,Pune,Full Time,Backend,2409
3655,4.3,FogHorn Systems,Backend Developer,1600000,1,Pune,Full Time,Backend,19269
3656,3.1,Beerbiceps,Backend Developer,1000000,1,Pune,Full Time,Backend,12043
3657,4.4,US Electrical Services,Backend Developer - Intern,120000,1,Pune,Intern,Backend,1445
3658,4.6,Dreamcare Developers,Backend Developer,204000,1,Pune,Full Time,Backend,2457
3659,4.1,Asmadiya Technologies,Backend Developer - Intern,96000,1,Pune,Intern,Backend,1156
3660,4.0,Fenixwork Solutions,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3661,5.0,Honest Website Designs,Backend Developer,120000,1,Pune,Full Time,Backend,1445
3662,4.4,HokuApps,Backend Developer,636000,1,Pune,Full Time,Backend,7659
3663,4.6,Zazzy (India),Backend Developer,900000,1,Pune,Full Time,Backend,10839
3664,4.3,muVerity,Backend Developer,180000,1,Pune,Full Time,Backend,2168
3665,4.2,Kshan Tech Soft,Backend Developer,168000,1,Pune,Full Time,Backend,2023
3666,5.0,Maruti Impex,Backend Developer,100000,1,Pune,Full Time,Backend,1204
3667,4.0,Kretaro Technologies,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3668,5.0,Artdex & Cognoscis Technologies,Backend Developer,348000,1,Pune,Full Time,Backend,4191
3669,4.0,M.D. Hubbard Spring,Backend Developer,500000,1,Pune,Full Time,Backend,6022
3670,4.7,Komfrey Technologies,Backend Developer,168000,1,Pune,Full Time,Backend,2023
3671,4.0,Truein,Backend Developer - Intern,168000,1,Pune,Intern,Backend,2023
3672,4.1,Innovative Tech Lab,Backend Developer,36000,1,Pune,Full Time,Backend,434
3673,2.2,StudyDuniya,Backend Developer,24000,1,Pune,Full Time,Backend,289
3674,4.1,MacHavior,Backend Developer,300000,1,Pune,Full Time,Backend,3613
3675,5.0,Intensel,Backend Developer,828000,1,Pune,Full Time,Backend,9972
3676,3.0,National Institute of Open Schooling,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3677,4.1,no,Backend Developer,372000,1,Pune,Full Time,Backend,4480
3678,4.1,The DataTech Labs,Backend Developer - Intern,348000,1,Pune,Intern,Backend,4191
3679,2.9,Zenwise Technologies,Backend Developer,400000,1,Pune,Full Time,Backend,4817
3680,3.8,BHS Corrugated Maschinen- und Anlagenbau,Backend Developer,1200000,1,Pune,Full Time,Backend,14452
3681,4.1,Marks Software Solutions,Backend Developer,360000,1,Pune,Full Time,Backend,4336
3682,3.6,BNY Mellon,Senior Analyst Backend Developer,400000,4,Pune,Full Time,Backend,4817
3683,3.6,BNY Mellon,Senior Backend Developer,200000,3,Pune,Full Time,Backend,2409
3684,3.6,BNY Mellon,Lead Backend Developer,1900000,2,Pune,Full Time,Backend,22882
3685,4.7,MindTickle,SDE-1 Backend Developer,1900000,2,Pune,Full Time,Backend,22882
3686,3.8,Shubh Loans,"Software Engineer, Backend - Intern",500000,1,Pune,Intern,Backend,6022
3687,4.1,Solytics Partners,"Software Engineer, Backend - Intern",168000,1,Pune,Intern,Backend,2023
3688,4.7,Slack,"Software Engineer, Backend",3000000,1,Pune,Full Time,Backend,36130
3689,5.0,Scalent Infotech,"Software Engineer, Backend",200000,1,Pune,Full Time,Backend,2409
3690,3.8,Goldman Marketing Group,"Software Engineer, Backend",700000,1,Pune,Full Time,Backend,8430
3691,4.7,GeoSpoc,Software Engineer - Backend,700000,1,Pune,Full Time,Backend,8430
3692,4.3,Datametica,Software Backend Developer,500000,1,Pune,Full Time,Backend,6022
3693,4.7,iProgrammer,Senior Backend Developer,972000,1,Pune,Full Time,Backend,11706
3694,3.8,AppZen,Senior Backend Developer,1800000,1,Pune,Full Time,Backend,21678
3695,4.5,Railz,Senior Backend Developer,1200000,1,Pune,Full Time,Backend,14452
3696,3.4,The Delta Group of Companies,Senior Backend Developer,400000,1,Pune,Full Time,Backend,4817
3697,3.9,Sokrati,Junior Backend Developer - Intern,144000,1,Pune,Intern,Backend,1734
3698,4.4,ThinkBridge,Junior Backend Developer,500000,1,Pune,Full Time,Backend,6022
3699,4.1,EMPLOYERS,Backend Engineer,288000,1,Pune,Full Time,Backend,3468
3700,4.3,Innoplexus,Backend Engineer,1100000,1,Pune,Full Time,Backend,13248
3701,3.8,Abcdefg Naming Agency,Backend Engineer,300000,1,Pune,Full Time,Backend,3613
3702,4.5,Cavista Technology,Backend Engineer,900000,1,Pune,Full Time,Backend,10839
3703,5.0,Scalent Infotech,Backend Engineer,1000000,1,Pune,Full Time,Backend,12043
3704,5.0,Classcard,Backend Engineer,700000,1,Pune,Full Time,Backend,8430
3705,5.0,Anaha Healthtech,Backend Engineer,700000,1,Pune,Full Time,Backend,8430
3706,4.5,EDGENeural.ai,Backend Engineer,500000,1,Pune,Full Time,Backend,6022
3707,3.6,BNY Mellon,Senior Backend Software Engineer,2200000,1,Pune,Full Time,Backend,26495
3708,4.6,Appristine,Senior Backend Software Engineer,200000,1,Pune,Full Time,Backend,2409
3709,3.7,Repos Energy,Senior Backend Engineer,800000,1,Pune,Full Time,Backend,9635
3710,3.3,Infosys,Java Backend Developer,312000,1,Pune,Full Time,Backend,3757
3711,3.8,iodParts,Backend Web Developer,312000,1,Pune,Full Time,Backend,3757
3712,5.0,Eitot Technologies,NodeJS Backend Developer,300000,1,Pune,Full Time,Backend,3613
3713,3.9,Sokrati,Sr Backend Software Engineer,700000,1,Pune,Full Time,Backend,8430
3714,3.8,Merkle,Sr Backend Software Engineer,700000,1,Pune,Full Time,Backend,8430
3715,3.3,Infosys,Java Backend Developer (),900000,1,Pune,Full Time,Backend,10839
3716,4.0,Vodafone,Java Backend Developer (),400000,1,Pune,Full Time,Backend,4817
3717,4.2,Tata Motors,Backend Process,192000,1,Pune,Full Time,Backend,2312
3718,4.0,Fresherworld.com,Backend Process,120000,1,Pune,Full Time,Backend,1445
3719,3.3,Capita,Backend Process,400000,1,Pune,Full Time,Backend,4817
3720,3.7,FedEx,Backend Process,200000,1,Pune,Full Time,Backend,2409
3721,4.0,Cashier Live,Backend Process,252000,1,Pune,Full Time,Backend,3035
3722,3.3,Future Lifestyle Fashions,Backend Process,336000,1,Pune,Full Time,Backend,4047
3723,3.7,Cloud Console,Backend Process,228000,1,Pune,Full Time,Backend,2746
3724,4.0,Kalp Technologies,Backend Process,400000,1,Pune,Full Time,Backend,4817
3725,3.5,Atos-Syntel,Senior Java Backend Developer,1100000,1,Pune,Full Time,Backend,13248
3726,4.7,MindTickle,SDE-2 Backend,3100000,1,Pune,Full Time,Backend,37334
3727,4.3,Codewalla,Jr Backend Developer,216000,1,Pune,Full Time,Backend,2601
3728,2.8,DBS Mintek,Backend Executive,156000,1,Pune,Full Time,Backend,1879
3729,5.0,Geexu,Lead Backend Engineer,500000,1,Pune,Full Time,Backend,6022
3730,4.3,Belagam.com,Software Developer (Backend Node Js),372000,1,Pune,Full Time,Backend,4480
3731,4.4,EarlySalary.com,Backend Support Executive,300000,1,Pune,Full Time,Backend,3613
3732,4.2,Back Office,Backend Executive & Supporting Staff,96000,1,Pune,Full Time,Backend,1156
3733,3.7,Delhivery,Backend Developer,800000,8,New Delhi,Full Time,Backend,9635
3734,3.8,Collegedunia,Backend Developer,300000,6,New Delhi,Full Time,Backend,3613
3735,4.5,Grappus,Backend Developer,100000,5,New Delhi,Full Time,Backend,1204
3736,3.9,Tata Consultancy Services,Backend Developer,300000,4,New Delhi,Full Time,Backend,3613
3737,4.2,Bharti Airtel,Backend Developer,1200000,4,New Delhi,Full Time,Backend,14452
3738,4.2,Times Internet,Backend Developer,1000000,4,New Delhi,Full Time,Backend,12043
3739,4.5,Antino Labs,Backend Developer,120000,4,New Delhi,Full Time,Backend,1445
3740,3.8,Paytm,Backend Developer,400000,3,New Delhi,Full Time,Backend,4817
3741,3.9,Fluper,Backend Developer,360000,3,New Delhi,Full Time,Backend,4336
3742,3.9,FieldAssist,Backend Developer,900000,3,New Delhi,Full Time,Backend,10839
3743,4.7,GoKwik,Backend Developer,300000,3,New Delhi,Full Time,Backend,3613
3744,4.2,Nagarro,Backend Developer,200000,2,New Delhi,Full Time,Backend,2409
3745,4.1,EMPLOYERS,Backend Developer,168000,2,New Delhi,Full Time,Backend,2023
3746,4.3,Fresher,Backend Developer,348000,2,New Delhi,Full Time,Backend,4191
3747,4.0,GreyOrange,Backend Developer,900000,2,New Delhi,Full Time,Backend,10839
3748,4.0,OodlesTechnologies,Backend Developer,192000,2,New Delhi,Full Time,Backend,2312
3749,3.7,Appinventiv,Backend Developer,600000,2,New Delhi,Full Time,Backend,7226
3750,4.1,Edfora,Backend Developer,384000,2,New Delhi,Full Time,Backend,4625
3751,4.0,Leena AI,Backend Developer,900000,2,New Delhi,Full Time,Backend,10839
3752,4.7,J&F,Backend Developer,228000,2,New Delhi,Full Time,Backend,2746
3753,4.3,Fleetx,Backend Developer,1400000,2,New Delhi,Full Time,Backend,16860
3754,3.9,BACKEND,Backend Developer,300000,2,New Delhi,Full Time,Backend,3613
3755,4.0,ParallelDots,Backend Developer,400000,2,New Delhi,Full Time,Backend,4817
3756,4.1,Adloid,Backend Developer,900000,2,New Delhi,Full Time,Backend,10839
3757,3.3,GoPaisa,Backend Developer,500000,2,New Delhi,Full Time,Backend,6022
3758,4.0,CreateBytes,Backend Developer - Intern,60000,2,New Delhi,Intern,Backend,723
3759,4.4,Staqu Technologies,Backend Developer,400000,2,New Delhi,Full Time,Backend,4817
3760,4.4,Hans Matrimony,Backend Developer - Intern,180000,2,New Delhi,Intern,Backend,2168
3761,3.7,Lake George Fire Department,Backend Developer,180000,2,New Delhi,Full Time,Backend,2168
3762,4.0,Compare Munafa,Backend Developer,360000,2,New Delhi,Full Time,Backend,4336
3763,3.9,DigiLocker,Backend Developer - Intern,120000,2,New Delhi,Intern,Backend,1445
3764,5.0,Quoality,Backend Developer,500000,2,New Delhi,Full Time,Backend,6022
3765,3.9,Tata Consultancy Services,Backend Developer - Intern,336000,1,New Delhi,Intern,Backend,4047
3766,3.8,Cognizant Technology Solutions,Backend Developer,792000,1,New Delhi,Full Time,Backend,9538
3767,4.1,Accenture,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3768,3.8,Amazon,Backend Developer,2600000,1,New Delhi,Full Time,Backend,31312
3769,3.7,HCL Technologies,Backend Developer,516000,1,New Delhi,Full Time,Backend,6214
3770,3.9,EY,Backend Developer,800000,1,New Delhi,Full Time,Backend,9635
3771,3.7,ICICI Bank,Backend Developer,228000,1,New Delhi,Full Time,Backend,2746
3772,3.8,LTI,Backend Developer - Intern,500000,1,New Delhi,Intern,Backend,6022
3773,4.1,First Student,Backend Developer - Intern,1000000,1,New Delhi,Intern,Backend,12043
3774,3.9,ABC,Backend Developer,1000000,1,New Delhi,Full Time,Backend,12043
3775,4.5,Google,Backend Developer,1000000,1,New Delhi,Full Time,Backend,12043
3776,4.2,Freelancer,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3777,3.9,Capgemini Engineering,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3778,4.0,DONE by NONE,Backend Developer,288000,1,New Delhi,Full Time,Backend,3468
3779,4.3,Self Opportunity,Backend Developer,924000,1,New Delhi,Full Time,Backend,11128
3780,3.8,Anonymous Content,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3781,3.8,Anonymous,Backend Developer,2400000,1,New Delhi,Full Time,Backend,28904
3782,3.8,Anonymous,Backend Developer,228000,1,New Delhi,Full Time,Backend,2746
3783,3.7,IndiaMART,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3784,3.9,XYZ (Turkey),Backend Developer,1152000,1,New Delhi,Full Time,Backend,13874
3785,3.7,Delhivery,Backend Developer - Intern,324000,1,New Delhi,Intern,Backend,3902
3786,3.1,Samsung R&D Institute India - Noida,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3787,4.5,IGT Solutions,Backend Developer,168000,1,New Delhi,Full Time,Backend,2023
3788,4.0,Optum Global Solutions,Backend Developer,240000,1,New Delhi,Full Time,Backend,2890
3789,3.8,no/one,Backend Developer,912000,1,New Delhi,Full Time,Backend,10983
3790,3.8,no/one,Backend Developer,588000,1,New Delhi,Full Time,Backend,7081
3791,3.8,Cvent,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3792,3.8,Axtria,Backend Developer,900000,1,New Delhi,Full Time,Backend,10839
3793,3.8,NeoSOFT,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3794,4.0,CARS24.com,Backend Developer,1000000,1,New Delhi,Full Time,Backend,12043
3795,3.8,Collegedunia,Backend Developer - Intern,312000,1,New Delhi,Intern,Backend,3757
3796,4.3,Fresher Than Fresh,Backend Developer,408000,1,New Delhi,Full Time,Backend,4914
3797,3.6,Innovaccer,Backend Developer,1500000,1,New Delhi,Full Time,Backend,18065
3798,3.6,Innovaccer,Backend Developer - Intern,408000,1,New Delhi,Intern,Backend,4914
3799,4.0,Raja Software Labs,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3800,3.9,test,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3801,3.4,OPPO,Backend Developer,288000,1,New Delhi,Full Time,Backend,3468
3802,4.2,None of Your Business Boutique,Backend Developer Contractor,1152000,1,New Delhi,Contractor,Backend,13874
3803,3.8,CRMnext,Backend Developer,420000,1,New Delhi,Full Time,Backend,5058
3804,3.8,Megha Engineering and Infrastructure,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3805,3.3,Cavisson Systems,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3806,3.4,Camp K-12,Backend Developer,1300000,1,New Delhi,Full Time,Backend,15656
3807,4.2,Pristyn Care,Backend Developer,456000,1,New Delhi,Full Time,Backend,5492
3808,4.8,CodeClouds,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3809,3.9,Stanza Living,Backend Developer,1000000,1,New Delhi,Full Time,Backend,12043
3810,4.3,Josh Technology Group,Backend Developer,800000,1,New Delhi,Full Time,Backend,9635
3811,3.8,Wingify,Backend Developer - Intern,180000,1,New Delhi,Intern,Backend,2168
3812,3.8,Wingify,Backend Developer,1800000,1,New Delhi,Full Time,Backend,21678
3813,3.7,Mobikwik,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3814,3.6,magicpin,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3815,3.6,Unthinkable,Backend Developer,372000,1,New Delhi,Full Time,Backend,4480
3816,4.1,Spinny,Backend Developer,864000,1,New Delhi,Full Time,Backend,10405
3817,4.1,Spinny,Backend Developer - Intern,288000,1,New Delhi,Intern,Backend,3468
3818,3.5,Classplus,Backend Developer - Intern,300000,1,New Delhi,Intern,Backend,3613
3819,4.6,Fynd,Backend Developer - Intern,84000,1,New Delhi,Intern,Backend,1012
3820,3.4,Globiva Services,Backend Developer,144000,1,New Delhi,Full Time,Backend,1734
3821,3.6,Provana,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3822,3.5,91springboard,Backend Developer,2200000,1,New Delhi,Full Time,Backend,26495
3823,4.0,Shivam Infotech,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3824,3.6,SquadStack,Backend Developer,900000,1,New Delhi,Full Time,Backend,10839
3825,2.8,LIBSYS (India),Backend Developer,800000,1,New Delhi,Full Time,Backend,9635
3826,4.1,InnovationM,Backend Developer,348000,1,New Delhi,Full Time,Backend,4191
3827,3.9,MyOperator,Backend Developer,1600000,1,New Delhi,Full Time,Backend,19269
3828,4.2,Techolution,Backend Developer,468000,1,New Delhi,Full Time,Backend,5636
3829,3.4,Centilytics,Backend Developer,252000,1,New Delhi,Full Time,Backend,3035
3830,2.8,Credence Analytics,Backend Developer - Intern,96000,1,New Delhi,Intern,Backend,1156
3831,4.1,INDmoney,Backend Developer - Intern,180000,1,New Delhi,Intern,Backend,2168
3832,3.8,Aditya Enterprises,Backend Developer - Intern,300000,1,New Delhi,Intern,Backend,3613
3833,3.4,Focus Energy,Backend Developer - Intern,348000,1,New Delhi,Intern,Backend,4191
3834,4.3,Tarang,Backend Developer,360000,1,New Delhi,Full Time,Backend,4336
3835,3.7,Ziploan,Backend Developer,768000,1,New Delhi,Full Time,Backend,9249
3836,3.4,DotPe,Backend Developer,1300000,1,New Delhi,Full Time,Backend,15656
3837,4.2,Mobulous Technologies,Backend Developer,288000,1,New Delhi,Full Time,Backend,3468
3838,3.7,Applicate,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3839,4.1,Clavax Technologies,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3840,4.2,Atlan,Backend Developer - Intern,1000000,1,New Delhi,Intern,Backend,12043
3841,4.8,Intugine Technologies,Backend Developer - Intern,144000,1,New Delhi,Intern,Backend,1734
3842,3.8,Zenatix,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3843,4.5,Grappus,Backend Developer - Intern,144000,1,New Delhi,Intern,Backend,1734
3844,3.1,Bobble Keyboard,Backend Developer - Intern,240000,1,New Delhi,Intern,Backend,2890
3845,4.4,Enco Engineers Combine,Backend Developer,432000,1,New Delhi,Full Time,Backend,5203
3846,3.8,Avinashi Systems,Backend Developer - Intern,500000,1,New Delhi,Intern,Backend,6022
3847,4.6,WebMobril Technologies,Backend Developer,336000,1,New Delhi,Full Time,Backend,4047
3848,4.3,Crownstack,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3849,3.7,Nikhil Analytics,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3850,4.2,GoBOLT,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3851,4.4,Country Delight,Backend Developer,324000,1,New Delhi,Full Time,Backend,3902
3852,4.8,Zimyo Consulting,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3853,3.4,BuildSupply,Backend Developer - Intern,120000,1,New Delhi,Intern,Backend,1445
3854,4.5,Outbooks,Backend Developer,636000,1,New Delhi,Full Time,Backend,7659
3855,3.8,Dhwaniris,Backend Developer - Intern,400000,1,New Delhi,Intern,Backend,4817
3856,4.0,ParallelDots,Backend Developer,348000,1,New Delhi,Full Time,Backend,4191
3857,4.9,Redcliffe Life Tech,Backend Developer - Intern,200000,1,New Delhi,Intern,Backend,2409
3858,3.6,Sandy,Backend Developer,468000,1,New Delhi,Full Time,Backend,5636
3859,4.3,Semusi,Backend Developer - Intern,228000,1,New Delhi,Intern,Backend,2746
3860,3.5,Shweta Group,Backend Developer,252000,1,New Delhi,Full Time,Backend,3035
3861,3.3,ANScommerce,Backend Developer - Intern,120000,1,New Delhi,Intern,Backend,1445
3862,4.3,Semusi,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3863,3.3,FlexiEle Consulting,Backend Developer - Intern,180000,1,New Delhi,Intern,Backend,2168
3864,1.9,Games91,Backend Developer,732000,1,New Delhi,Full Time,Backend,8816
3865,4.5,Auxesis Infotech,Backend Developer,228000,1,New Delhi,Full Time,Backend,2746
3866,3.4,Capital Trust,Backend Developer - Intern,96000,1,New Delhi,Intern,Backend,1156
3867,3.8,QuillHash,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3868,3.6,Teleone,Backend Developer,108000,1,New Delhi,Full Time,Backend,1301
3869,4.1,Roadzen,Backend Developer,2100000,1,New Delhi,Full Time,Backend,25291
3870,4.7,Les Transformations,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3871,3.6,Quantum IT Innovation,Backend Developer,636000,1,New Delhi,Full Time,Backend,7659
3872,4.6,Farzi Engineer,Backend Developer,480000,1,New Delhi,Full Time,Backend,5781
3873,3.5,Taikisha Engineering India,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3874,4.5,Power Home Remodeling,Backend Developer,100000,1,New Delhi,Full Time,Backend,1204
3875,4.0,Credicxo,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3876,3.2,SAIF,Backend Developer,168000,1,New Delhi,Full Time,Backend,2023
3877,4.1,Primedigital Global,Backend Developer,1200000,1,New Delhi,Full Time,Backend,14452
3878,4.0,Credicxo,Backend Developer - Intern,180000,1,New Delhi,Intern,Backend,2168
3879,4.3,Excellence Technosoft,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3880,4.0,Flexing It,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3881,4.0,o2one Labs,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3882,4.1,StartXLabs,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3883,4.6,Startwithgenesis,Backend Developer - Intern,96000,1,New Delhi,Intern,Backend,1156
3884,4.6,Kylo Apps,Backend Developer - Intern,120000,1,New Delhi,Intern,Backend,1445
3885,3.5,ECS Limited,Backend Developer,144000,1,New Delhi,Full Time,Backend,1734
3886,4.1,StartXLabs,Backend Developer,216000,1,New Delhi,Full Time,Backend,2601
3887,4.5,Hie HQ,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3888,4.2,EzySchooling,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3889,4.5,Dror (India),Backend Developer - Intern,192000,1,New Delhi,Intern,Backend,2312
3890,4.5,ETMONEY,Backend Developer,2200000,1,New Delhi,Full Time,Backend,26495
3891,4.5,Dror (India),Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3892,5.0,Hapramp,Backend Developer - Intern,168000,1,New Delhi,Intern,Backend,2023
3893,4.5,Fyp,Backend Developer,1000000,1,New Delhi,Full Time,Backend,12043
3894,4.5,Kite (New Delhi),Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3895,4.9,Sikarwar Softwares,Backend Developer,804000,1,New Delhi,Full Time,Backend,9683
3896,4.3,IoT83,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3897,4.9,Evolphin Software,Backend Developer,1200000,1,New Delhi,Full Time,Backend,14452
3898,3.9,Ankur Seeds,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3899,3.3,Experience Works,Backend Developer,180000,1,New Delhi,Full Time,Backend,2168
3900,4.7,Trainman,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3901,4.8,Green agrevolution,Backend Developer,1500000,1,New Delhi,Full Time,Backend,18065
3902,3.5,FellaFeeds,Backend Developer,132000,1,New Delhi,Full Time,Backend,1590
3903,3.3,RealNetworks,Backend Developer,202752,1,New Delhi,Full Time,Backend,2442
3904,4.0,Cronycle,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3905,3.7,NxtLife Technologies,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3906,4.0,Pixpa,Backend Developer - Intern,168000,1,New Delhi,Intern,Backend,2023
3907,4.9,GamingMonk,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3908,4.2,TechoKids,Backend Developer - Intern,36000,1,New Delhi,Intern,Backend,434
3909,4.0,KickHead,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3910,3.6,ZinEdu,Backend Developer,456000,1,New Delhi,Full Time,Backend,5492
3911,3.7,S. K Enterprises,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3912,4.7,RaRa Delivery,Backend Developer,564000,1,New Delhi,Full Time,Backend,6792
3913,4.2,Mylo (IN),Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3914,4.8,Zopnik,Backend Developer - Intern,60000,1,New Delhi,Intern,Backend,723
3915,3.6,CodeYeti,Backend Developer,228000,1,New Delhi,Full Time,Backend,2746
3916,4.8,Zopnik,Backend Developer,504000,1,New Delhi,Full Time,Backend,6070
3917,5.0,Zerone Microsystems,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3918,5.0,Easy Eat,Backend Developer,1200000,1,New Delhi,Full Time,Backend,14452
3919,4.8,Trident Analytical Solutions,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3920,3.9,Techtonic (India),Backend Developer,348000,1,New Delhi,Full Time,Backend,4191
3921,4.4,Eoraa & Co.,Backend Developer,500000,1,New Delhi,Full Time,Backend,6022
3922,2.5,The Integrity Webs,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3923,4.0,Namasys,Backend Developer - Intern,132000,1,New Delhi,Intern,Backend,1590
3924,3.6,Eigen (India),Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3925,3.5,DKG Labs,Backend Developer - Intern,96000,1,New Delhi,Intern,Backend,1156
3926,3.0,Global Free School,Backend Developer - Intern,72000,1,New Delhi,Intern,Backend,867
3927,2.6,Foundation Financial Group,Backend Developer,312000,1,New Delhi,Full Time,Backend,3757
3928,4.6,Meme Chat,Backend Developer,1100000,1,New Delhi,Full Time,Backend,13248
3929,4.4,Vserve Pro-techt,Backend Developer,540000,1,New Delhi,Full Time,Backend,6503
3930,5.0,Mindful Machine,Backend Developer,360000,1,New Delhi,Full Time,Backend,4336
3931,4.5,SkillBox,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3932,3.6,Vyorius,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3933,4.0,Kosh,Backend Developer,100000,1,New Delhi,Full Time,Backend,1204
3934,2.5,Flexi Salary,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3935,5.0,Clay Tech,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3936,4.3,PredictiVu,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3937,3.9,John Hancock,Backend Developer,700000,1,New Delhi,Full Time,Backend,8430
3938,2.2,Solomofy Technology,Backend Developer,600000,1,New Delhi,Full Time,Backend,7226
3939,4.7,Zivost Technologies,Backend Developer,400000,1,New Delhi,Full Time,Backend,4817
3940,3.1,Ouctus,Backend Developer,336000,1,New Delhi,Full Time,Backend,4047
3941,4.3,AdSparkx Media,Backend Developer,300000,1,New Delhi,Full Time,Backend,3613
3942,3.7,Secugile,Backend Developer,200000,1,New Delhi,Full Time,Backend,2409
3943,4.0,Splice Global Services,Backend Developer,288000,1,New Delhi,Full Time,Backend,3468
3944,3.7,Extraclass,Backend Developer,144000,1,New Delhi,Full Time,Backend,1734
3945,4.0,Bikat Adventures,Backend Developer - Intern,132000,1,New Delhi,Intern,Backend,1590
